,Rating,Price,Processor,OS,Disk_Drive(SSD_GB),Brand,RAM_Type,RAM_GB,Inches
316,4.2,39990.0,Intel Core i3 Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
317,4.1,39990.0,Intel Core i5 Processor,Windows 11  ,512,RedmiBook,DDR4 ,8,15.6
318,4.3,55990.0,AMD Ryzen 5 Hexa Core Processor,  Windows 11  ,512,HP,DDR4 ,16,15.6
319,4.3,74990.0,Intel Core i5 Processor,  Windows 11  ,512,Lenovo,LPDDR4X,16,15.6
320,4.3,196990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
321,4.2,38705.0,AMD Ryzen 5 Quad Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
322,4.4,69990.0,Intel Core i5 Processor,  Windows 10  ,256,HP,DDR4 ,8,15.6
323,4.0,44990.0,Intel Core i3 Processor,  Windows 11  ,256,ASUS,DDR4 ,8,15.6
324,4.5,59990.0,Intel Core i5 Processor,  Windows 11  ,1000,ASUS,DDR4 ,8,15.6
325,4.8,222990.0,Apple M1 Pro Processor,Mac OS  ,512,APPLE,Unified Memory ,16,16.2
326,4.6,85990.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
327,4.2,35590.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
328,4.3,74770.0,Intel Core i5 Processor,  Windows 11  ,512,DELL,DDR4 ,8,15.6
329,4.3,109990.0,Intel Core i7 Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,17.3
330,4.9,150990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
331,4.2,36990.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
332,4.3,62990.0,AMD Ryzen 5 Hexa Core Processor,  Windows 11  ,512,acer,DDR4 ,8,15.6
333,3.9,40990.0,Intel Core i5 Processor,  Windows 11  ,512,acer,DDR4 ,8,15.6
334,4.5,58499.0,Intel Core i5 Processor,  Windows 10  ,512,MSI,DDR4 ,8,15.6
335,4.3,65990.0,Intel Core i5 Processor,  Windows 10  ,256,Lenovo,DDR4 ,8,15.6
336,4.2,36990.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
337,4.1,39990.0,Intel Core i5 Processor,Windows 11  ,512,RedmiBook,DDR4 ,8,15.6
338,4.0,111990.0,Intel Core i7 Processor,  Windows 11  ,512,DELL,DDR5 ,16,15.6
339,4.3,68490.0,Intel Core i5 Processor,  Windows 11  ,512,Lenovo,DDR4 ,16,15.6
340,4.3,196990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
341,4.2,38705.0,AMD Ryzen 5 Quad Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
342,4.2,46990.0,Intel Core i7 Processor,  Windows 11  ,512,Infinix,LPDDR4X,16,15.6
343,4.3,83990.0,Intel Core i5 Processor,  Windows 10  ,512,ASUS,DDR4 ,8,15.6
344,4.3,54990.0,Intel Core i5 Processor,  Windows 11  ,512,acer,DDR4 ,8,15.6
345,4.0,14990.0,Intel Celeron Dual Core Processor,Chrome  ,512,ASUS,LPDDR4 ,4,11.6
346,4.6,85990.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
347,4.2,35590.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
348,4.7,149990.0,Apple M1 Processor,Mac OS  ,1000,APPLE,DDR4 ,8,13.3
349,3.9,63090.0,Intel Core i5 Processor,  Windows 10  ,512,DELL,DDR4 ,8,15.6
350,4.9,150990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
351,4.2,39990.0,Intel Core i3 Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
352,4.3,200000.0,Intel Core i7 Processor,  Windows 11  ,1000,MSI,DDR5 ,16,15.6
353,4.3,37390.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
354,4.5,63990.0,Intel Core i5 Processor,Windows 11  ,512,ASUS,LPDDR4X,8,15.6
355,4.1,43090.0,Intel Core i3 Processor,  Windows 10  ,512,DELL,DDR4 ,8,15.6
356,4.3,194990.0,AMD Ryzen 9 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,15.6
357,4.3,44990.0,AMD Ryzen 5 Hexa Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
358,4.1,44700.0,Intel Core i3 Processor,  Windows 10  ,256,Lenovo,DDR4 ,4,15.6
359,4.4,41150.0,Intel Core i3 Processor,  Windows 10  ,256,HP,DDR4 ,8,15.6
360,4.2,36990.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
361,4.2,39990.0,Intel Core i3 Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
362,4.3,33990.0,AMD Ryzen 3 Dual Core Processor,Windows 11  ,256,ASUS,DDR4 ,8,15.6
363,4.3,190890.0,Intel Core i7 Processor,  Windows 11  ,1000,MSI,DDR5 ,16,17.3
364,4.3,174990.0,Intel Core i9 Processor,  Windows 11  ,1000,ASUS,LPDDR5 ,16,13.4
365,3.5,118990.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,1000,HP,DDR4 ,16,16.1
366,4.1,39990.0,Intel Core i5 Processor,Windows 11  ,512,RedmiBook,DDR4 ,8,15.6
367,4.3,196990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
368,4.5,63980.0,Intel Core i5 Processor,  Windows 11  ,512,ASUS,DDR4 ,16,15.6
369,4.4,54300.0,AMD Ryzen 5 Hexa Core Processor,  Windows 11  ,512,acer,DDR4 ,8,15.6
370,4.2,38705.0,AMD Ryzen 5 Quad Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
371,4.6,85990.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
372,4.2,36400.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,256,DELL,DDR4 ,8,15.6
373,4.3,28590.0,Intel Core i3 Processor,  Windows 10  ,256,ASUS,DDR4 ,4,15.6
374,4.3,69999.0,AMD Ryzen 5 Hexa Core Processor,Windows 11  ,512,DELL,DDR4 ,16,15.6
375,5.0,301990.0,Intel Core i9 Processor,  Windows 11  ,1000,ASUS,DDR5 ,32,15.6
376,4.2,35590.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
377,4.9,150990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
378,4.3,37000.0,Intel Core i3 Processor,Windows 11  ,256,Lenovo,DDR4 ,8,15.6
379,4.2,64990.0,Intel Core i5 Processor,  Windows 10  ,512,Lenovo,DDR4 ,16,15.6
380,4.5,73490.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
381,4.3,194990.0,AMD Ryzen 9 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,15.6
382,4.3,42690.0,Intel Core i3 Processor,  Windows 11  ,256,DELL,DDR4 ,8,14.96
383,5.0,140990.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
384,4.3,38990.0,Intel Core i3 Processor,  Windows 10  ,256,Lenovo,DDR4 ,4,15.6
385,4.3,128990.0,Intel Core i7 Processor,  Windows 11  ,512,HP,LPDDR4X,16,13.5
386,4.3,54999.0,Intel Core i3 Processor,  Windows 11  ,512,acer,DDR4 ,8,15.6
387,4.2,36990.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
388,4.1,60130.0,Intel Core i5 Processor,  Windows 10  ,256,acer,DDR4 ,8,15.6
389,4.3,29490.0,Intel Pentium Silver Processor,  Windows 11  ,256,acer,DDR4 ,8,15.6
390,4.1,72490.0,Intel Core i5 Processor,  Windows 11  ,512,DELL,DDR4 ,8,15.6
391,4.2,39990.0,Intel Core i3 Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
392,4.3,73990.0,Intel Core i5 Processor,  Windows 11  ,512,GIGABYTE,DDR4 ,16,15.6
393,4.0,47130.0,Intel Core i5 Processor,  Windows 10  ,512,acer,DDR4 ,8,15.6
394,4.4,55600.0,AMD Ryzen 7 Octa Core Processor,  Windows 10  ,512,Lenovo,DDR4 ,8,15.6
395,4.1,39990.0,Intel Core i5 Processor,Windows 11  ,512,RedmiBook,DDR4 ,8,15.6
396,4.4,49690.0,AMD Ryzen 5 Quad Core Processor,  Windows 10  ,512,DELL,DDR4 ,8,15.6
397,4.3,239990.0,Intel Core i7 Processor,  Windows 11  ,1000,ASUS,DDR5 ,32,15.6
398,4.5,73990.0,Intel Core i5 Processor,  Windows 10  ,512,MSI,DDR4 ,16,15.6
399,4.2,38705.0,AMD Ryzen 5 Quad Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
400,4.4,52490.0,AMD Ryzen 5 Hexa Core Processor,  Windows 10  ,512,HP,DDR4 ,8,15.6
401,4.3,41990.0,Intel Core i3 Processor,Windows 11  ,512,HP,DDR4 ,8,15.6
402,4.3,29990.0,Intel Pentium Quad Core Processor,  Windows 11  ,256,ASUS,DDR4 ,8,15.6
403,4.3,196990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
404,4.4,50490.0,Intel Core i5 Processor,  Windows 10  ,512,Nokia,DDR4 ,8,15.6
405,4.4,96490.0,Intel Core i7 Processor,  Windows 10  ,512,acer,DDR4 ,16,15.6
406,4.1,37990.0,Intel Core i5 Processor,  Windows 11  ,512,Infinix,LPDDR4X,16,15.6
407,4.6,85990.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
408,4.5,74990.0,Intel Core i5 Processor,  Windows 10  ,512,MSI,LPDDR4X,16,15.6
409,4.2,51990.0,Intel Core i5 Processor,  Windows 10  ,512,ASUS,DDR4 ,8,15.6
410,4.2,36990.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
411,4.2,39990.0,Intel Core i3 Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
412,4.3,71345.0,AMD Ryzen 5 Hexa Core Processor,  Windows 10  ,256,ASUS,DDR4 ,8,15.6
413,4.5,101490.0,Intel Core i7 Processor,  Windows 10  ,1000,ASUS,DDR4 ,16,15.6
414,4.3,274990.0,Intel Core i7 Processor,  Windows 11  ,1000,MSI,DDR5 ,32,15.6
415,4.3,199990.0,AMD Ryzen 9 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,15.6
416,4.1,39990.0,Intel Core i5 Processor,Windows 11  ,512,RedmiBook,DDR4 ,8,15.6
417,4.3,196990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
418,3.9,41090.0,Intel Core i3 Processor,  Windows 10  ,256,DELL,DDR4 ,8,15.6
419,4.3,50499.0,Intel Core i5 Processor,  Windows 10  ,256,Lenovo,DDR4 ,8,15.6
420,4.2,38705.0,AMD Ryzen 5 Quad Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
421,4.6,85990.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
422,4.3,78950.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,512,HP,DDR4 ,8,16.1
423,4.3,67990.0,AMD Ryzen 5 Hexa Core Processor,  Windows 11  ,512,Lenovo,LPDDR4X,16,15.6
424,4.0,187990.0,AMD Ryzen 9 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR4 ,16,15.6
425,4.2,102990.0,Intel Core i7 Processor,  Windows 10  ,1000,Lenovo,DDR4 ,16,15.6
426,4.2,35590.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
427,4.9,150990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
428,4.3,35990.0,Intel Core i3 Processor,  DOS  ,256,ASUS,DDR4 ,4,15.6
429,4.4,52575.0,AMD Ryzen 5 Quad Core Processor,  Windows 10  ,512,HP,DDR4 ,8,15.6
430,4.5,73490.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
431,4.3,194990.0,AMD Ryzen 9 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,15.6
432,4.0,50990.0,AMD Ryzen 5 Quad Core Processor,  Windows 11  ,512,DELL,DDR4 ,8,15.6
433,4.3,60125.0,Intel Core i5 Processor,Windows 10  ,512,Lenovo,DDR4 ,16,15.6
434,3.9,26490.0,Intel Celeron Dual Core Processor,  Windows 10  ,256,Lenovo,DDR4 ,4,11.6
435,4.3,80249.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,512,HP,DDR4 ,8,16.1
436,4.2,36990.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
437,4.2,39990.0,Intel Core i3 Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
438,4.5,129999.0,Intel Core i5 Processor,  Windows 10  ,128,acer,DDR4 ,128,15.6
439,4.3,76990.0,AMD Ryzen 7 Octa Core Processor,  Windows 10  ,1000,ASUS,DDR4 ,8,15.6
440,4.1,39990.0,Intel Core i5 Processor,Windows 11  ,512,RedmiBook,DDR4 ,8,15.6
441,4.3,196990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
442,4.2,36990.0,Intel Core i3 Processor,  Windows 10  ,512,ASUS,DDR4 ,8,15.6
443,4.6,107790.0,Intel Core i7 Processor,  Windows 10  ,512,MSI,DDR4 ,16,15.6
444,4.2,75990.0,Intel Core i5 Processor,  Windows 11  ,512,DELL,DDR4 ,16,15.6
445,4.5,95990.0,Intel Core i5 Processor,  Windows 10  ,512,ASUS,LPDDR4X,16,15.6
446,4.2,38705.0,AMD Ryzen 5 Quad Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
447,4.6,85990.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
448,3.7,61999.0,Intel Core i5 Processor,  Windows 11  ,512,acer,DDR4 ,8,15.6
449,4.3,28990.0,Intel Celeron Dual Core Processor,  Windows 11  ,256,HP,DDR4 ,8,15.6
450,4.2,35590.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
451,4.9,150990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
452,4.3,54990.0,Intel Core i5 Processor,  Windows 10  ,512,Lenovo,DDR4 ,8,15.6
453,4.3,56990.0,Intel Core i7 Processor,Windows 11  ,512,ASUS,DDR4 ,16,15.6
454,5.0,45990.0,Intel Core i5 Processor,Windows 11  ,256,ASUS,DDR4 ,8,15.6
455,4.3,38216.0,Intel Core i3 Processor,  Windows 11  ,512,ASUS,DDR4 ,8,14.1
456,4.2,36990.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
457,4.2,39990.0,Intel Core i3 Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
458,4.1,79990.0,Intel Core i7 Processor,  Windows 11  ,512,MSI,DDR4 ,8,15.6
459,4.6,43990.0,Intel Core i3 Processor,Windows 10  ,256,DELL,DDR4 ,4,15.6
460,4.1,39990.0,Intel Core i5 Processor,Windows 11  ,512,RedmiBook,DDR4 ,8,15.6
461,4.3,196990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
462,4.3,108250.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,1000,HP,DDR4 ,16,16.1
463,3.7,28990.0,Intel Core i3 Processor,  Windows 10  ,512,ASUS,DDR4 ,4,15.6
464,4.3,389990.0,Intel Core i9 Processor,  Windows 11  ,2000,MSI,DDR5 ,32,17.3
465,3.7,67224.0,Intel Core i5 Processor,  Windows 11  ,512,DELL,DDR4 ,16,15.6
466,4.2,38705.0,AMD Ryzen 5 Quad Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
467,4.6,85990.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
468,4.4,114990.0,AMD Ryzen 7 Octa Core Processor,  Windows 10  ,256,acer,DDR4 ,16,15.6
469,4.3,61249.0,Intel Core i5 Processor,  Windows 10  ,512,ASUS,DDR4 ,4,15.6
470,4.2,35590.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
471,4.9,150990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
472,4.2,69990.0,Intel Core i5 Processor,  Windows 11  ,512,HP,DDR4 ,16,15.6
473,4.5,69990.0,AMD Ryzen 5 Hexa Core Processor,  DOS  ,512,Lenovo,DDR4 ,8,15.6
474,4.3,79990.0,Intel Core i5 Processor,  Windows 11  ,512,Lenovo,DDR4 ,16,15.6
475,4.4,37990.0,AMD Ryzen 3 Dual Core Processor,  Windows 10  ,256,Lenovo,DDR4 ,8,15.6
476,4.5,73490.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
477,4.3,194990.0,AMD Ryzen 9 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,15.6
478,4.2,36990.0,Intel Core i5 Processor,  Windows 11  ,512,Infinix,LPDDR4X,8,15.6
479,4.2,29980.0,Intel Celeron Dual Core Processor,  Windows 11  ,128,ASUS,DDR4 ,4,11.6
480,4.2,36990.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
481,4.1,39990.0,Intel Core i5 Processor,Windows 11  ,512,RedmiBook,DDR4 ,8,15.6
482,4.5,95990.0,Intel Core i5 Processor,  Windows 10  ,512,ASUS,LPDDR4X,16,15.6
483,4.2,41600.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,512,DELL,DDR4 ,8,15.6
484,3.7,67224.0,Intel Core i5 Processor,  Windows 11  ,512,DELL,DDR4 ,16,15.6
485,4.3,61986.0,Intel Core i5 Processor,  Windows 11  ,512,ASUS,DDR4 ,8,15.6
486,4.3,196990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
487,4.2,38705.0,AMD Ryzen 5 Quad Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
488,4.3,61249.0,Intel Core i5 Processor,  Windows 10  ,512,ASUS,DDR4 ,4,15.6
489,4.3,38999.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,256,HP,DDR4 ,8,15.6
490,4.6,85990.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
491,4.2,35590.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
492,4.3,31990.0,Intel Core i3 Processor,Windows 11  ,256,Lenovo,DDR4 ,4,15.6
493,4.4,37990.0,AMD Ryzen 3 Dual Core Processor,  Windows 10  ,256,Lenovo,DDR4 ,8,15.6
494,4.2,29980.0,Intel Celeron Dual Core Processor,  Windows 11  ,128,ASUS,DDR4 ,4,11.6
495,4.1,46990.0,Intel Core i5 Processor,  Windows 11  ,512,ASUS,DDR4 ,8,15.6
496,4.9,150990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
497,4.5,73490.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
498,4.1,37990.0,Intel Core i5 Processor,  Windows 11  ,512,Infinix,LPDDR4X,8,15.6
499,4.2,36990.0,Intel Core i5 Processor,  Windows 11  ,512,Infinix,LPDDR4X,8,15.6
500,4.2,39990.0,Intel Core i3 Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
501,4.3,194990.0,AMD Ryzen 9 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,15.6
502,4.5,61490.0,AMD Ryzen 5 Hexa Core Processor,  Windows 10  ,256,acer,DDR4 ,8,15.6
503,4.6,109990.0,AMD Ryzen 7 Octa Core Processor,  Windows 10  ,1000,HP,DDR4 ,16,15.6
504,4.2,54990.0,AMD Ryzen 5 Hexa Core Processor,  Windows 11  ,512,HP,DDR4 ,8,15.6
505,4.0,50990.0,AMD Ryzen 5 Hexa Core Processor,  Windows 10  ,512,Lenovo,DDR4 ,8,15.6
506,4.2,36990.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
507,4.1,39990.0,Intel Core i5 Processor,Windows 11  ,512,RedmiBook,DDR4 ,8,15.6
508,4.2,62190.0,Intel Core i5 Processor,  Windows 10  ,512,MSI,DDR4 ,8,15.6
509,4.0,24390.0,Intel Celeron Dual Core Processor,Chrome  ,512,ASUS,LPDDR4 ,4,15.6
510,4.3,196990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
511,4.2,38705.0,AMD Ryzen 5 Quad Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
512,3.9,36990.0,Intel Core i3 Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
513,4.6,159990.0,AMD Ryzen 7 Octa Core Processor,  Windows 10  ,1000,HP,DDR4 ,16,15.6
514,4.0,34490.0,Intel Core i3 Processor,  Windows 11  ,256,ASUS,DDR4 ,4,15.6
515,4.4,99990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,512,ASUS,DDR4 ,16,16.6
516,4.6,85990.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
517,4.2,35590.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
518,4.4,79990.0,Intel Core i5 Processor,  Windows 11  ,512,ASUS,LPDDR4X,8,13.3
519,4.2,20990.0,Intel Celeron Quad Core Processor,  Windows 11  ,128,Infinix,LPDDR4X,4,15.6
520,4.9,150990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
521,4.2,39990.0,Intel Core i3 Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
522,4.1,41490.0,Intel Core i3 Processor,  Windows 11  ,256,HP,DDR4 ,8,15.6
523,4.3,206581.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,DELL,DDR5 ,16,15.6
524,4.3,59990.0,AMD Ryzen 5 Hexa Core Processor,Windows 11  ,512,ASUS,DDR4 ,8,15.6
525,4.3,62990.0,Intel Core i5 Processor,  Windows 11  ,512,acer,DDR4 ,16,15.6
526,4.3,194990.0,AMD Ryzen 9 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,15.6
527,4.3,44990.0,AMD Ryzen 5 Hexa Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
528,4.3,194990.0,AMD Ryzen 9 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,15.6
529,4.4,62990.0,AMD Ryzen 5 Hexa Core Processor,Windows 10  ,256,ASUS,DDR4 ,8,15.6
530,4.1,39990.0,Intel Core i5 Processor,Windows 11  ,512,RedmiBook,DDR4 ,8,15.6
531,4.3,196990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
532,4.5,61990.0,AMD Ryzen 5 Hexa Core Processor,  Windows 10  ,512,Lenovo,DDR4 ,8,15.6
533,4.0,105990.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
534,5.0,155490.0,Intel Core i7 Processor,  Windows 11  ,1000,acer,DDR5 ,16,15.6
535,4.3,19990.0,Intel Celeron Dual Core Processor,Windows 11  ,128,Ultimus,LPDDR4 ,4,14.1
536,4.2,38705.0,AMD Ryzen 5 Quad Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
537,4.6,85990.0,AMD Ryzen 7 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
538,3.9,33499.0,Intel Core i3 Processor,  Windows 10  ,512,Lenovo,DDR4 ,4,15.6
539,4.3,42990.0,Intel Core i5 Processor,  Windows 11  ,512,Infinix,LPDDR4X,8,15.6
540,4.2,35590.0,AMD Ryzen 3 Dual Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
541,4.9,150990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR4 ,16,15.6
542,3.9,63990.0,Intel Core i5 Processor,  Windows 11  ,512,HP,DDR4 ,8,15.6
543,4.4,124990.0,Intel Core i9 Processor,  Windows 11  ,1000,acer,DDR4 ,16,15.6
544,4.5,21990.0,Intel Celeron Dual Core Processor,  Windows 11  ,512,ASUS,DDR4 ,4,11.6
545,5.0,30100.0,Intel Celeron Dual Core Processor,  Windows 10  ,256,Lenovo,DDR4 ,4,15.6
546,4.2,36990.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
547,4.2,39990.0,Intel Core i3 Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
548,4.3,199990.0,Intel Core i7 Processor,  Windows 11  ,1000,HP,DDR5 ,32,17.3
549,4.5,61130.0,Intel Core i5 Processor,  Windows 11  ,256,acer,DDR4 ,8,15.6
550,4.3,194990.0,AMD Ryzen 9 Octa Core Processor,  Windows 11  ,1000,ASUS,DDR5 ,16,15.6
551,4.3,44990.0,AMD Ryzen 5 Hexa Core Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
552,4.3,40990.0,Intel Core i3 Processor,Windows 11  ,256,Lenovo,DDR4 ,8,15.6
553,4.4,75990.0,Intel Core i5 Processor,  Windows 10  ,1000,ASUS,DDR4 ,8,15.6
554,4.3,46890.0,Intel Core i3 Processor,  Windows 11  ,512,HP,DDR4 ,8,15.6
555,4.3,37390.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
556,4.2,36990.0,Intel Core i3 Processor,  Windows 11  ,256,Lenovo,DDR4 ,8,15.6
557,4.2,39990.0,Intel Core i3 Processor,  Windows 11  ,512,Lenovo,DDR4 ,8,15.6
558,4.3,68490.0,Intel Core i5 Processor,  Windows 11  ,512,Lenovo,DDR4 ,16,15.6
559,4.0,19990.0,Intel Celeron Dual Core Processor,  Windows 11  ,512,ASUS,DDR4 ,4,11.6
560,4.1,39990.0,Intel Core i5 Processor,Windows 11  ,512,RedmiBook,DDR4 ,8,15.6
561,4.3,196990.0,AMD Ryzen 9 Octa Core Processor,Windows 11  ,1000,ASUS,DDR5 ,16,15.6
562,3.8,89990.0,Intel Core i7 Processor,Windows 11  ,512,ASUS,DDR4 ,16,15.6
563,4.0,59790.0,Intel Core i5 Processor,Windows 11  ,512,DELL,DDR4 ,8,15.6
564,4.1,125990.0,Intel Core i9 Processor,  Windows 11  ,1000,MSI,DDR4 ,16,15.6
565,4.3,249990.0,AMD Ryzen 7 Octa Core Processor,  Windows 11  ,2000,ASUS,DDR5 ,32,15.6
